"Date","Time","Group","Latitude","Longitude","Altitude","Forest Type","Hole Diameter","Week","Group color"
"2/07/2015","3:17:09 PM","blue 3",-25.57021634,153.07307001,139.300003051758,"Medium Open",20,"Week 2","blue"
"2/07/2015","3:17:18 PM","blue 3",-25.57022204,153.07306877,138.899993896484,"Medium Open",35,"Week 2","blue"
"2/07/2015","3:17:26 PM","blue 3",-25.5702222,153.07306869,138.899993896484,"Medium Open",35,"Week 2","blue"
"2/07/2015","3:17:54 PM","blue 3",-25.5702983,153.07307118,137.300003051758,"Medium Open",22,"Week 2","blue"
"2/07/2015","3:17:58 PM","blue 3",-25.57029782,153.07307164,137.300003051758,"Medium Open",30,"Week 2","blue"
"2/07/2015","3:18:13 PM","blue 3",-25.57034295,153.07307401,140,"Medium Open",24,"Week 2","blue"
"2/07/2015","3:18:37 PM","blue 3",-25.57036486,153.07314134,143.100006103516,"Medium Open",32,"Week 2","blue"
"2/07/2015","3:19:23 PM","blue 3",-25.57051756,153.07316221,142,"Medium Open",35,"Week 2","blue"
"2/07/2015","3:19:49 PM","blue 3",-25.57056709,153.07323266,147.800003051758,"Medium Open",22,"Week 2","blue"
"2/07/2015","3:19:57 PM","blue 3",-25.57057547,153.07322482,148.100006103516,"Medium Open",32,"Week 2","blue"
"2/07/2015","3:20:25 PM","blue 3",-25.57065338,153.07322053,148.199996948242,"Medium Open",12,"Week 2","blue"
"2/07/2015","3:21:15 PM","blue 3",-25.57065322,153.07322072,148.300003051758,"Medium Open",30,"Week 2","blue"
"2/07/2015","3:21:24 PM","blue 3",-25.57065335,153.0732206,148.199996948242,"Medium Open",30,"Week 2","blue"
"2/07/2015","3:21:29 PM","blue 3",-25.5706535,153.07322051,148.199996948242,"Medium Open",20,"Week 2","blue"
"2/07/2015","3:32:08 PM","blue 3",-25.57065055,153.07323282,148.600006103516,"Medium Open",35,"Week 2","blue"
"2/07/2015","3:32:12 PM","blue 3",-25.57064975,153.07323492,148.600006103516,"Medium Open",30,"Week 2","blue"
"2/07/2015","3:32:58 PM","blue 3",-25.57074921,153.07331725,150,"Medium Open",26,"Week 2","blue"
"2/07/2015","3:33:23 PM","blue 3",-25.5707533,153.07331762,149.5,"Medium Open",37,"Week 2","blue"
"2/07/2015","3:33:40 PM","blue 3",-25.57083269,153.07333592,152.800003051758,"Medium Open",35,"Week 2","blue"
"2/07/2015","3:33:46 PM","blue 3",-25.57084541,153.07334538,152.199996948242,"Medium Open",30,"Week 2","blue"
"2/07/2015","3:34:02 PM","blue 3",-25.57088013,153.07336324,152,"Medium Open",35,"Week 2","blue"
"2/07/2015","3:34:10 PM","blue 3",-25.57091932,153.07337743,154.399993896484,"Medium Open",30,"Week 2","blue"
"2/07/2015","3:34:52 PM","blue 3",-25.57104413,153.07341864,149.100006103516,"Medium Open",32,"Week 2","blue"
"2/07/2015","3:34:58 PM","blue 3",-25.57106193,153.07340821,150.399993896484,"Medium Open",20,"Week 2","blue"
"2/07/2015","3:35:19 PM","blue 3",-25.57110857,153.07345109,152,"Medium Open",22,"Week 2","blue"
"2/07/2015","3:36:57 PM","blue 3",-25.5714082,153.07343084,150.399993896484,"Medium Open",24,"Week 2","blue"
"2/07/2015","3:37:02 PM","blue 3",-25.57142599,153.07341889,147.5,"Medium Open",29,"Week 2","blue"
"2/07/2015","3:37:18 PM","blue 3",-25.57147631,153.07338523,149.5,"Medium Open",25,"Week 2","blue"
"2/07/2015","3:37:21 PM","blue 3",-25.5714775,153.07339153,149.100006103516,"Medium Open",30,"Week 2","blue"
"2/07/2015","3:37:31 PM","blue 3",-25.57147847,153.07339248,149,"Medium Open",35,"Week 2","blue"
"2/07/2015","3:37:37 PM","blue 3",-25.57147854,153.07339234,149,"Medium Open",35,"Week 2","blue"
"2/07/2015","3:39:06 PM","blue 3",-25.57167449,153.07333259,155,"Medium Open",28,"Week 2","blue"
"2/07/2015","3:39:11 PM","blue 3",-25.57166095,153.07332386,155.899993896484,"Medium Open",28,"Week 2","blue"
"2/07/2015","3:39:44 PM","blue 3",-25.57176925,153.07334236,148.5,"Medium Open",20,"Week 2","blue"
"2/07/2015","3:39:59 PM","blue 3",-25.5717802,153.07330647,149.600006103516,"Medium Open",10,"Week 2","blue"
"2/07/2015","3:40:26 PM","blue 3",-25.57177777,153.07330844,149.300003051758,"Medium Open",10,"Week 2","blue"
"2/07/2015","3:43:02 PM","blue 3",-25.57242973,153.07343937,160.800003051758,"Medium Open",24,"Week 2","blue"
"2/07/2015","3:43:06 PM","blue 3",-25.5724447,153.0734328,158,"Medium Open",24,"Week 2","blue"
"2/07/2015","3:43:54 PM","blue 3",-25.57269486,153.07343017,156.600006103516,"Medium Open",30,"Week 2","blue"
"2/07/2015","3:44:00 PM","blue 3",-25.5726945,153.07343115,156.600006103516,"Medium Open",28,"Week 2","blue"
"2/07/2015","3:44:13 PM","blue 3",-25.57270551,153.07348316,154.199996948242,"Medium Open",20,"Week 2","blue"
"2/07/2015","3:44:35 PM","blue 3",-25.57269983,153.07350961,153.800003051758,"Medium Open",30,"Week 2","blue"
"2/07/2015","3:50:20 PM","blue 3",-25.57516434,153.07384039,158.100006103516,"Medium Open",22,"Week 2","blue"
"2/07/2015","3:50:27 PM","blue 3",-25.57516434,153.07384036,158.100006103516,"Medium Open",20,"Week 2","blue"
"2/07/2015","3:51:23 PM","blue 3",-25.57528962,153.07380095,159.899993896484,"Medium Open",30,"Week 2","blue"
"2/07/2015","3:53:42 PM","blue 3",-25.57577787,153.07371172,162.399993896484,"Medium Open",20,"Week 2","blue"
"2/07/2015","3:54:16 PM","blue 3",-25.57584897,153.07368111,164.300003051758,"Medium Open",24,"Week 2","blue"
"2/07/2015","3:55:09 PM","blue 3",-25.57602374,153.07365299,161.800003051758,"Medium Open",30,"Week 2","blue"
"2/07/2015","3:55:27 PM","blue 3",-25.57602746,153.07364888,161.300003051758,"Medium Open",20,"Week 2","blue"
"2/07/2015","3:56:02 PM","blue 3",-25.57612046,153.07367086,160.699996948242,"Medium Open",15,"Week 2","blue"
"2/07/2015","3:57:12 PM","blue 3",-25.57626746,153.07373687,163.100006103516,"Medium Open",20,"Week 2","blue"
"2/07/2015","2:54:47 PM","blue 2",-25.56190948,153.06868586,186.300003051758,"Medium Open",10,"Week 2","blue"
"2/07/2015","2:55:26 PM","blue 2",-25.56192571,153.06866782,185.899993896484,"Medium Open",8,"Week 2","blue"
"2/07/2015","2:55:29 PM","blue 2",-25.56192845,153.06866017,186.600006103516,"Medium Open",7,"Week 2","blue"
"2/07/2015","2:57:19 PM","blue 2",-25.56201101,153.0685913,180,"Medium Open",12,"Week 2","blue"
"2/07/2015","2:57:24 PM","blue 2",-25.56201102,153.06859134,180,"Medium Open",4,"Week 2","blue"
"2/07/2015","2:58:33 PM","blue 2",-25.56206343,153.06855448,179.800003051758,"Medium Open",10,"Week 2","blue"
"2/07/2015","2:58:57 PM","blue 2",-25.56207901,153.06854463,178.300003051758,"Medium Open",8,"Week 2","blue"
"2/07/2015","2:59:51 PM","blue 2",-25.56221236,153.06848985,178.600006103516,"Medium Open",6,"Week 2","blue"
"2/07/2015","3:03:35 PM","blue 2",-25.56285002,153.06824028,175.600006103516,"Medium Open",20,"Week 2","blue"
"2/07/2015","3:06:19 PM","blue 2",-25.56345847,153.06842641,168,"Medium Open",9,"Week 2","blue"
"2/07/2015","3:07:02 PM","blue 2",-25.5634901,153.0684395,168.100006103516,"Medium Open",6,"Week 2","blue"
"2/07/2015","3:08:00 PM","blue 2",-25.56358978,153.06844461,168.800003051758,"Medium Open",26,"Week 2","blue"
"2/07/2015","3:09:01 PM","blue 2",-25.56359945,153.06843629,168.300003051758,"Medium Open",30,"Week 2","blue"
"2/07/2015","3:09:25 PM","blue 2",-25.56362979,153.06840724,166.699996948242,"Medium Open",25,"Week 2","blue"
"2/07/2015","3:09:31 PM","blue 2",-25.56363363,153.06840418,166.899993896484,"Medium Open",24,"Week 2","blue"
"2/07/2015","3:09:42 PM","blue 2",-25.56363431,153.06840349,167,"Medium Open",25,"Week 2","blue"
"2/07/2015","3:10:57 PM","blue 2",-25.56383357,153.06831154,165.199996948242,"Medium Open",16,"Week 2","blue"
"2/07/2015","3:12:18 PM","blue 2",-25.56407943,153.0681766,162.600006103516,"Medium Open",16,"Week 2","blue"
"2/07/2015","3:12:51 PM","blue 2",-25.56416117,153.06816353,163.600006103516,"Medium Open",28,"Week 2","blue"
"2/07/2015","3:14:49 PM","blue 2",-25.56459403,153.06820335,155.800003051758,"Medium Open",15,"Week 2","blue"
"2/07/2015","3:15:45 PM","blue 2",-25.56467067,153.06820336,160.800003051758,"Medium Open",22,"Week 2","blue"
"2/07/2015","3:15:48 PM","blue 2",-25.56467078,153.06820336,160.800003051758,"Medium Open",19,"Week 2","blue"
"2/07/2015","3:17:04 PM","blue 2",-25.56472049,153.06818749,161.899993896484,"Medium Open",23,"Week 2","blue"
"2/07/2015","3:17:37 PM","blue 2",-25.56472005,153.06818733,160.199996948242,"Medium Open",14,"Week 2","blue"
"2/07/2015","3:17:48 PM","blue 2",-25.56475138,153.06816476,158.399993896484,"Medium Open",16,"Week 2","blue"
"2/07/2015","3:20:37 PM","blue 2",-25.5648621,153.06818051,161.800003051758,"Medium Open",33,"Week 2","blue"
"2/07/2015","3:21:03 PM","blue 2",-25.56486295,153.06818043,161.800003051758,"Medium Open",14,"Week 2","blue"
"2/07/2015","3:21:24 PM","blue 2",-25.56486335,153.06818104,161.699996948242,"Medium Open",29,"Week 2","blue"
"2/07/2015","3:21:48 PM","blue 2",-25.56486489,153.06818124,161.699996948242,"Medium Open",15,"Week 2","blue"
"2/07/2015","3:22:21 PM","blue 2",-25.5648897,153.06820616,157.699996948242,"Medium Open",24,"Week 2","blue"
"2/07/2015","3:22:29 PM","blue 2",-25.56489041,153.06820658,157.699996948242,"Medium Open",13,"Week 2","blue"
"2/07/2015","3:23:36 PM","blue 2",-25.56498858,153.06822989,161.699996948242,"Medium Open",19,"Week 2","blue"
"2/07/2015","3:24:05 PM","blue 2",-25.56506955,153.06831587,161.300003051758,"Medium Open",17,"Week 2","blue"
"2/07/2015","3:24:27 PM","blue 2",-25.56514251,153.06833571,157.399993896484,"Medium Open",18,"Week 2","blue"
"2/07/2015","3:24:59 PM","blue 2",-25.56522841,153.06837607,158.399993896484,"Medium Open",23,"Week 2","blue"
"2/07/2015","3:25:10 PM","blue 2",-25.56524366,153.06838287,161.199996948242,"Medium Open",7,"Week 2","blue"
"2/07/2015","3:25:34 PM","blue 2",-25.56525215,153.06838634,161.699996948242,"Medium Open",9,"Week 2","blue"
"2/07/2015","3:26:39 PM","blue 2",-25.56536059,153.06842419,165.899993896484,"Medium Open",18,"Week 2","blue"
"2/07/2015","3:27:02 PM","blue 2",-25.56540901,153.06841464,161.300003051758,"Medium Open",25,"Week 2","blue"
"2/07/2015","3:30:15 PM","blue 2",-25.56578144,153.06860625,156.100006103516,"Medium Open",25,"Week 2","blue"
"2/07/2015","3:31:45 PM","blue 2",-25.56603576,153.06862145,159.699996948242,"Medium Open",24,"Week 2","blue"
"2/07/2015","3:33:05 PM","blue 2",-25.56615096,153.06862776,162.899993896484,"Medium Open",12,"Week 2","blue"
"2/07/2015","3:33:18 PM","blue 2",-25.56619167,153.06862443,162.399993896484,"Medium Open",30,"Week 2","blue"
"2/07/2015","3:59:57 PM","blue 2",-25.56871771,153.0719284,151,"Medium Open",26,"Week 2","blue"
"2/07/2015","4:00:13 PM","blue 2",-25.56871777,153.07192858,151.100006103516,"Medium Open",25,"Week 2","blue"
"2/07/2015","4:00:33 PM","blue 2",-25.56869152,153.07192531,149.899993896484,"Medium Open",5,"Week 2","blue"
"2/07/2015","4:01:00 PM","blue 2",-25.56865841,153.07187871,151.5,"Medium Open",4,"Week 2","blue"
"2/07/2015","4:01:07 PM","blue 2",-25.56865838,153.07187867,151.5,"Medium Open",5,"Week 2","blue"
"2/07/2015","4:01:11 PM","blue 2",-25.5686583,153.07187557,151.199996948242,"Medium Open",20,"Week 2","blue"
"2/07/2015","4:01:26 PM","blue 2",-25.56864982,153.07185901,151.300003051758,"Medium Open",10,"Week 2","blue"
"2/07/2015","4:01:29 PM","blue 2",-25.56864815,153.0718553,151.600006103516,"Medium Open",4,"Week 2","blue"
"2/07/2015","4:01:33 PM","blue 2",-25.56864545,153.07184771,151.699996948242,"Medium Open",5,"Week 2","blue"
"2/07/2015","4:01:46 PM","blue 2",-25.56863798,153.07183802,152,"Medium Open",3,"Week 2","blue"
"2/07/2015","4:01:52 PM","blue 2",-25.56863816,153.07183823,152.100006103516,"Medium Open",6,"Week 2","blue"
"2/07/2015","4:03:31 PM","blue 2",-25.56836373,153.07165482,154.800003051758,"Medium Open",27,"Week 2","blue"
"2/07/2015","4:04:06 PM","blue 2",-25.56826546,153.0715893,154.699996948242,"Medium Open",16,"Week 2","blue"
"2/07/2015","4:05:34 PM","blue 2",-25.5681154,153.0713873,157.300003051758,"Medium Open",24,"Week 2","blue"
"2/07/2015","4:05:36 PM","blue 2",-25.56811536,153.07138725,157.300003051758,"Medium Open",18,"Week 2","blue"
"2/07/2015","4:05:51 PM","blue 2",-25.56808957,153.0713554,157.800003051758,"Medium Open",21,"Week 2","blue"
"2/07/2015","4:06:08 PM","blue 2",-25.56807961,153.07134528,157.600006103516,"Medium Open",22,"Week 2","blue"
"2/07/2015","4:07:25 PM","blue 2",-25.56787904,153.07105442,158.300003051758,"Medium Open",27,"Week 2","blue"
"2/07/2015","4:08:09 PM","blue 2",-25.56783709,153.07100061,156.399993896484,"Medium Open",26,"Week 2","blue"
"2/07/2015","4:09:11 PM","blue 2",-25.56777065,153.07088794,156.699996948242,"Medium Open",23,"Week 2","blue"
"2/07/2015","4:12:23 PM","blue 2",-25.56740806,153.07010302,159.300003051758,"Medium Open",23,"Week 2","blue"
"2/07/2015","4:12:28 PM","blue 2",-25.56740752,153.07010228,159.199996948242,"Medium Open",4,"Week 2","blue"
"2/07/2015","4:12:44 PM","blue 2",-25.56740685,153.07010192,159.100006103516,"Medium Open",22,"Week 2","blue"
"2/07/2015","4:13:13 PM","blue 2",-25.56737423,153.07003554,164,"Medium Open",6,"Week 2","blue"
"2/07/2015","4:14:00 PM","blue 2",-25.56734854,153.0698843,159.5,"Medium Open",22,"Week 2","blue"
"2/07/2015","4:14:39 PM","blue 2",-25.56734706,153.0698068,156.800003051758,"Medium Open",19,"Week 2","blue"
"2/07/2015","4:16:43 PM","blue 2",-25.56717282,153.06940255,161.300003051758,"Medium Open",18,"Week 2","blue"
"2/07/2015","4:17:33 PM","blue 2",-25.56702388,153.06931427,159.300003051758,"Medium Open",28,"Week 2","blue"
"2/07/2015","4:18:06 PM","blue 2",-25.56688522,153.06919585,158.100006103516,"Medium Open",15,"Week 2","blue"
"2/07/2015","4:18:30 PM","blue 2",-25.56686965,153.06917823,160.199996948242,"Medium Open",18,"Week 2","blue"
"2/07/2015","4:18:49 PM","blue 2",-25.56683692,153.06916718,161.199996948242,"Medium Open",19,"Week 2","blue"
"2/07/2015","4:21:26 PM","blue 2",-25.5664599,153.06887822,161.800003051758,"Medium Open",34,"Week 2","blue"
"2/07/2015","4:21:56 PM","blue 2",-25.56640086,153.0688429,160.800003051758,"Medium Open",23,"Week 2","blue"
"2/07/2015","4:23:01 PM","blue 2",-25.5662959,153.06874056,160.600006103516,"Medium Open",9,"Week 2","blue"
